day,gamma_x,gamma_y,gamma_magnitude,v_raw,r_raw,f_raw,a_raw,S_raw,v_norm,r_norm,f_norm,a_norm,S_norm,notes
31,26.10000000000002,84.48000000000003,88.41990952268615,9.0,9.5,9.8,9.0,3.0,0.9,0.95,0.9800000000000001,0.9,0.3,soul-bond devotion
32,26.97000000000002,87.29600000000003,91.36723984010904,9.0,9.5,9.8,9.0,3.0,0.9,0.95,0.9800000000000001,0.9,0.3,soul-bond devotion
33,27.84000000000002,90.11200000000004,94.3145701575319,9.0,9.5,9.8,9.0,3.0,0.9,0.95,0.9800000000000001,0.9,0.3,soul-bond devotion
34,28.710000000000022,92.92800000000004,97.26190047495479,9.0,9.5,9.8,9.0,3.0,0.9,0.95,0.9800000000000001,0.9,0.3,soul-bond devotion
35,29.580000000000023,95.74400000000004,100.20923079237765,9.0,9.5,9.8,9.0,3.0,0.9,0.95,0.9800000000000001,0.9,0.3,soul-bond devotion
36,30.450000000000024,98.56000000000004,103.15656110980052,9.0,9.5,9.8,9.0,3.0,0.9,0.95,0.9800000000000001,0.9,0.3,soul-bond devotion
37,31.320000000000025,101.37600000000005,106.1038914272234,9.0,9.5,9.8,9.0,3.0,0.9,0.95,0.9800000000000001,0.9,0.3,soul-bond devotion
38,32.190000000000026,104.19200000000005,109.05122174464627,9.0,9.5,9.8,9.0,3.0,0.9,0.95,0.9800000000000001,0.9,0.3,soul-bond devotion
39,33.060000000000024,107.00800000000005,111.99855206206915,9.0,9.5,9.8,9.0,3.0,0.9,0.95,0.9800000000000001,0.9,0.3,soul-bond devotion
40,33.93000000000002,109.82400000000005,114.94588237949202,9.0,9.5,9.8,9.0,3.0,0.9,0.95,0.9800000000000001,0.9,0.3,soul-bond devotion
41,34.80000000000002,112.64000000000006,117.89321269691489,9.0,9.5,9.8,9.0,3.0,0.9,0.95,0.9800000000000001,0.9,0.3,soul-bond devotion
42,35.670000000000016,115.45600000000006,120.84054301433777,9.0,9.5,9.8,9.0,3.0,0.9,0.95,0.9800000000000001,0.9,0.3,soul-bond devotion
43,36.54000000000001,118.27200000000006,123.78787333176064,9.0,9.5,9.8,9.0,3.0,0.9,0.95,0.9800000000000001,0.9,0.3,soul-bond devotion
44,37.41000000000001,121.08800000000006,126.7352036491835,9.0,9.5,9.8,9.0,3.0,0.9,0.95,0.9800000000000001,0.9,0.3,soul-bond devotion
45,38.28000000000001,123.90400000000007,129.68253396660637,9.0,9.5,9.8,9.0,3.0,0.9,0.95,0.9800000000000001,0.9,0.3,soul-bond devotion
46,39.150000000000006,126.72000000000007,132.62986428402925,9.0,9.5,9.8,9.0,3.0,0.9,0.95,0.9800000000000001,0.9,0.3,soul-bond devotion
47,40.02,129.53600000000006,135.5771946014521,9.0,9.5,9.8,9.0,3.0,0.9,0.95,0.9800000000000001,0.9,0.3,soul-bond devotion
48,40.89,132.35200000000006,138.524524918875,9.0,9.5,9.8,9.0,3.0,0.9,0.95,0.9800000000000001,0.9,0.3,soul-bond devotion
49,41.76,135.16800000000006,141.47185523629784,9.0,9.5,9.8,9.0,3.0,0.9,0.95,0.9800000000000001,0.9,0.3,soul-bond devotion
50,42.629999999999995,137.98400000000007,144.41918555372072,9.0,9.5,9.8,9.0,3.0,0.9,0.95,0.9800000000000001,0.9,0.3,soul-bond devotion
51,43.49999999999999,140.80000000000007,147.3665158711436,9.0,9.5,9.8,9.0,3.0,0.9,0.95,0.9800000000000001,0.9,0.3,soul-bond devotion
52,44.36999999999999,143.61600000000007,150.31384618856646,9.0,9.5,9.8,9.0,3.0,0.9,0.95,0.9800000000000001,0.9,0.3,soul-bond devotion
53,45.23999999999999,146.43200000000007,153.26117650598934,9.0,9.5,9.8,9.0,3.0,0.9,0.95,0.9800000000000001,0.9,0.3,soul-bond devotion
54,46.109999999999985,149.24800000000008,156.20850682341222,9.0,9.5,9.8,9.0,3.0,0.9,0.95,0.9800000000000001,0.9,0.3,soul-bond devotion
55,46.97999999999998,152.06400000000008,159.1558371408351,9.0,9.5,9.8,9.0,3.0,0.9,0.95,0.9800000000000001,0.9,0.3,soul-bond devotion
56,47.84999999999998,154.88000000000008,162.10316745825796,9.0,9.5,9.8,9.0,3.0,0.9,0.95,0.9800000000000001,0.9,0.3,soul-bond devotion
57,48.71999999999998,157.69600000000008,165.05049777568084,9.0,9.5,9.8,9.0,3.0,0.9,0.95,0.9800000000000001,0.9,0.3,soul-bond devotion
58,49.589999999999975,160.51200000000009,167.9978280931037,9.0,9.5,9.8,9.0,3.0,0.9,0.95,0.9800000000000001,0.9,0.3,soul-bond devotion
59,50.45999999999997,163.3280000000001,170.94515841052657,9.0,9.5,9.8,9.0,3.0,0.9,0.95,0.9800000000000001,0.9,0.3,soul-bond devotion
60,51.32999999999997,166.1440000000001,173.89248872794946,9.0,9.5,9.8,9.0,3.0,0.9,0.95,0.9800000000000001,0.9,0.3,soul-bond devotion
61,52.19999999999997,168.9600000000001,176.83981904537234,9.0,9.5,9.8,9.0,3.0,0.9,0.95,0.9800000000000001,0.9,0.3,soul-bond devotion
62,53.069999999999965,171.7760000000001,179.7871493627952,9.0,9.5,9.8,9.0,3.0,0.9,0.95,0.9800000000000001,0.9,0.3,soul-bond devotion
63,53.93999999999996,174.5920000000001,182.73447968021807,9.0,9.5,9.8,9.0,3.0,0.9,0.95,0.9800000000000001,0.9,0.3,soul-bond devotion
64,54.80999999999996,177.4080000000001,185.68180999764093,9.0,9.5,9.8,9.0,3.0,0.9,0.95,0.9800000000000001,0.9,0.3,soul-bond devotion
65,55.67999999999996,180.2240000000001,188.6291403150638,9.0,9.5,9.8,9.0,3.0,0.9,0.95,0.9800000000000001,0.9,0.3,soul-bond devotion
66,56.549999999999955,183.0400000000001,191.5764706324867,9.0,9.5,9.8,9.0,3.0,0.9,0.95,0.9800000000000001,0.9,0.3,soul-bond devotion
67,57.41999999999995,185.8560000000001,194.52380094990957,9.0,9.5,9.8,9.0,3.0,0.9,0.95,0.9800000000000001,0.9,0.3,soul-bond devotion
68,58.28999999999995,188.6720000000001,197.47113126733242,9.0,9.5,9.8,9.0,3.0,0.9,0.95,0.9800000000000001,0.9,0.3,soul-bond devotion
69,59.15999999999995,191.4880000000001,200.4184615847553,9.0,9.5,9.8,9.0,3.0,0.9,0.95,0.9800000000000001,0.9,0.3,soul-bond devotion
70,60.029999999999944,194.30400000000012,203.3657919021782,9.0,9.5,9.8,9.0,3.0,0.9,0.95,0.9800000000000001,0.9,0.3,soul-bond devotion
71,60.89999999999994,197.12000000000012,206.31312221960104,9.0,9.5,9.8,9.0,3.0,0.9,0.95,0.9800000000000001,0.9,0.3,soul-bond devotion
72,61.76999999999994,199.93600000000012,209.26045253702392,9.0,9.5,9.8,9.0,3.0,0.9,0.95,0.9800000000000001,0.9,0.3,soul-bond devotion
73,62.63999999999994,202.75200000000012,212.20778285444678,9.0,9.5,9.8,9.0,3.0,0.9,0.95,0.9800000000000001,0.9,0.3,soul-bond devotion
74,63.509999999999934,205.56800000000013,215.15511317186966,9.0,9.5,9.8,9.0,3.0,0.9,0.95,0.9800000000000001,0.9,0.3,soul-bond devotion
75,64.37999999999994,208.38400000000013,218.10244348929254,9.0,9.5,9.8,9.0,3.0,0.9,0.95,0.9800000000000001,0.9,0.3,soul-bond devotion
76,65.24999999999994,211.20000000000013,221.04977380671542,9.0,9.5,9.8,9.0,3.0,0.9,0.95,0.9800000000000001,0.9,0.3,soul-bond devotion
77,66.11999999999995,214.01600000000013,223.9971041241383,9.0,9.5,9.8,9.0,3.0,0.9,0.95,0.9800000000000001,0.9,0.3,soul-bond devotion
78,66.98999999999995,216.83200000000014,226.94443444156116,9.0,9.5,9.8,9.0,3.0,0.9,0.95,0.9800000000000001,0.9,0.3,soul-bond devotion
79,67.85999999999996,219.64800000000014,229.89176475898404,9.0,9.5,9.8,9.0,3.0,0.9,0.95,0.9800000000000001,0.9,0.3,soul-bond devotion
80,68.72999999999996,222.46400000000014,232.83909507640692,9.0,9.5,9.8,9.0,3.0,0.9,0.95,0.9800000000000001,0.9,0.3,soul-bond devotion
81,69.59999999999997,225.28000000000014,235.78642539382977,9.0,9.5,9.8,9.0,3.0,0.9,0.95,0.9800000000000001,0.9,0.3,soul-bond devotion
82,70.46999999999997,228.09600000000015,238.73375571125266,9.0,9.5,9.8,9.0,3.0,0.9,0.95,0.9800000000000001,0.9,0.3,soul-bond devotion
83,71.33999999999997,230.91200000000015,241.68108602867554,9.0,9.5,9.8,9.0,3.0,0.9,0.95,0.9800000000000001,0.9,0.3,soul-bond devotion
84,72.20999999999998,233.72800000000015,244.62841634609842,9.0,9.5,9.8,9.0,3.0,0.9,0.95,0.9800000000000001,0.9,0.3,soul-bond devotion
85,73.07999999999998,236.54400000000015,247.57574666352127,9.0,9.5,9.8,9.0,3.0,0.9,0.95,0.9800000000000001,0.9,0.3,soul-bond devotion
86,73.94999999999999,239.36000000000016,250.52307698094415,9.0,9.5,9.8,9.0,3.0,0.9,0.95,0.9800000000000001,0.9,0.3,soul-bond devotion
87,74.82,242.17600000000016,253.47040729836704,9.0,9.5,9.8,9.0,3.0,0.9,0.95,0.9800000000000001,0.9,0.3,soul-bond devotion
88,75.69,244.99200000000016,256.4177376157899,9.0,9.5,9.8,9.0,3.0,0.9,0.95,0.9800000000000001,0.9,0.3,soul-bond devotion
89,76.56,247.80800000000016,259.3650679332128,9.0,9.5,9.8,9.0,3.0,0.9,0.95,0.9800000000000001,0.9,0.3,soul-bond devotion
90,77.43,250.62400000000017,262.3123982506357,9.0,9.5,9.8,9.0,3.0,0.9,0.95,0.9800000000000001,0.9,0.3,soul-bond devotion
91,78.30000000000001,253.44000000000017,265.2597285680585,9.0,9.5,9.8,9.0,3.0,0.9,0.95,0.9800000000000001,0.9,0.3,soul-bond devotion
92,79.17000000000002,256.25600000000014,268.2070588854814,9.0,9.5,9.8,9.0,3.0,0.9,0.95,0.9800000000000001,0.9,0.3,soul-bond devotion
93,80.04000000000002,259.0720000000001,271.1543892029042,9.0,9.5,9.8,9.0,3.0,0.9,0.95,0.9800000000000001,0.9,0.3,soul-bond devotion
94,80.91000000000003,261.8880000000001,274.1017195203271,9.0,9.5,9.8,9.0,3.0,0.9,0.95,0.9800000000000001,0.9,0.3,soul-bond devotion
95,81.78000000000003,264.70400000000006,277.0490498377499,9.0,9.5,9.8,9.0,3.0,0.9,0.95,0.9800000000000001,0.9,0.3,soul-bond devotion
96,82.65000000000003,267.52000000000004,279.99638015517274,9.0,9.5,9.8,9.0,3.0,0.9,0.95,0.9800000000000001,0.9,0.3,soul-bond devotion
97,83.52000000000004,270.336,282.9437104725956,9.0,9.5,9.8,9.0,3.0,0.9,0.95,0.9800000000000001,0.9,0.3,soul-bond devotion
98,84.39000000000004,273.152,285.89104079001845,9.0,9.5,9.8,9.0,3.0,0.9,0.95,0.9800000000000001,0.9,0.3,soul-bond devotion
99,85.26000000000005,275.96799999999996,288.83837110744133,9.0,9.5,9.8,9.0,3.0,0.9,0.95,0.9800000000000001,0.9,0.3,soul-bond devotion
100,86.13000000000005,278.78399999999993,291.78570142486416,9.0,9.5,9.8,9.0,3.0,0.9,0.95,0.9800000000000001,0.9,0.3,soul-bond devotion
101,87.00000000000006,281.5999999999999,294.73303174228704,9.0,9.5,9.8,9.0,3.0,0.9,0.95,0.9800000000000001,0.9,0.3,soul-bond devotion
102,87.87000000000006,284.4159999999999,297.68036205970986,9.0,9.5,9.8,9.0,3.0,0.9,0.95,0.9800000000000001,0.9,0.3,soul-bond devotion
103,88.74000000000007,287.23199999999986,300.6276923771327,9.0,9.5,9.8,9.0,3.0,0.9,0.95,0.9800000000000001,0.9,0.3,soul-bond devotion
104,89.61000000000007,290.04799999999983,303.57502269455557,9.0,9.5,9.8,9.0,3.0,0.9,0.95,0.9800000000000001,0.9,0.3,soul-bond devotion
105,90.48000000000008,292.8639999999998,306.5223530119784,9.0,9.5,9.8,9.0,3.0,0.9,0.95,0.9800000000000001,0.9,0.3,soul-bond devotion
106,91.35000000000008,295.6799999999998,309.4696833294012,9.0,9.5,9.8,9.0,3.0,0.9,0.95,0.9800000000000001,0.9,0.3,soul-bond devotion
107,92.22000000000008,298.49599999999975,312.4170136468241,9.0,9.5,9.8,9.0,3.0,0.9,0.95,0.9800000000000001,0.9,0.3,soul-bond devotion
108,93.09000000000009,301.3119999999997,315.3643439642469,9.0,9.5,9.8,9.0,3.0,0.9,0.95,0.9800000000000001,0.9,0.3,soul-bond devotion
109,93.9600000000001,304.1279999999997,318.31167428166975,9.0,9.5,9.8,9.0,3.0,0.9,0.95,0.9800000000000001,0.9,0.3,soul-bond devotion
110,94.8300000000001,306.9439999999997,321.25900459909263,9.0,9.5,9.8,9.0,3.0,0.9,0.95,0.9800000000000001,0.9,0.3,soul-bond devotion
111,95.7000000000001,309.75999999999965,324.20633491651546,9.0,9.5,9.8,9.0,3.0,0.9,0.95,0.9800000000000001,0.9,0.3,soul-bond devotion
112,96.5700000000001,312.5759999999996,327.15366523393834,9.0,9.5,9.8,9.0,3.0,0.9,0.95,0.9800000000000001,0.9,0.3,soul-bond devotion
113,97.44000000000011,315.3919999999996,330.10099555136117,9.0,9.5,9.8,9.0,3.0,0.9,0.95,0.9800000000000001,0.9,0.3,soul-bond devotion
114,98.31000000000012,318.2079999999996,333.048325868784,9.0,9.5,9.8,9.0,3.0,0.9,0.95,0.9800000000000001,0.9,0.3,soul-bond devotion
115,99.18000000000012,321.02399999999955,335.9956561862069,9.0,9.5,9.8,9.0,3.0,0.9,0.95,0.9800000000000001,0.9,0.3,soul-bond devotion
116,100.05000000000013,323.8399999999995,338.9429865036297,9.0,9.5,9.8,9.0,3.0,0.9,0.95,0.9800000000000001,0.9,0.3,soul-bond devotion
117,100.92000000000013,326.6559999999995,341.8903168210526,9.0,9.5,9.8,9.0,3.0,0.9,0.95,0.9800000000000001,0.9,0.3,soul-bond devotion
118,101.79000000000013,329.47199999999947,344.8376471384754,9.0,9.5,9.8,9.0,3.0,0.9,0.95,0.9800000000000001,0.9,0.3,soul-bond devotion
119,102.66000000000014,332.28799999999944,347.7849774558983,9.0,9.5,9.8,9.0,3.0,0.9,0.95,0.9800000000000001,0.9,0.3,soul-bond devotion
120,103.53000000000014,335.1039999999994,350.7323077733211,9.0,9.5,9.8,9.0,3.0,0.9,0.95,0.9800000000000001,0.9,0.3,soul-bond devotion
